gene_id	seqnames	start	end	width	strand	symbol	ensembl_id
373156	chr7	142960522	142966222	5701	+	GSTK1	ENSG00000197448
3732	chr11	44587141	44641315	54175	+	CD82	ENSG00000085117
3735	chr16	75661622	75682541	20920	-	KARS1	ENSG00000065427
373509	chr15	50792759	50838902	46144	-	USP50	ENSG00000170236
3736	chr12	5019073	5027422	8350	+	KCNA1	ENSG00000111262
3737	chr1	111136202	111174096	37895	-	KCNA2	ENSG00000177301
3738	chr1	111214310	111217655	3346	-	KCNA3	ENSG00000177272
373863	chr5	140050381	140053171	2791	-	DND1	ENSG00000256453
3739	chr11	30031288	30038577	7290	-	KCNA4	ENSG00000182255
374	chr4	75310853	75490485	179633	+	AREG	ENSG00000109321
3741	chr12	5153085	5155954	2870	+	KCNA5	ENSG00000130037
3742	chr12	4918342	4960278	41937	+	KCNA6	ENSG00000151079
374286	chr17	15491977	15523018	31042	-	FBXW10B	ENSG00000241322
374291	chr19	1383526	1395588	12063	+	NDUFS7	ENSG00000115286
3743	chr19	49570675	49576198	5524	-	KCNA7	ENSG00000104848
374308	chr10	27687117	27703297	16181	-	PTCHD3	ENSG00000276595
374308	chr10	27687117	27703297	16181	-	PTCHD3	ENSG00000182077
374354	chr10	115614391	115672265	57875	+	NHLRC2	ENSG00000196865
374355	chr10	118083940	118139541	55602	+	CCDC172	ENSG00000182645
374378	chr11	11292421	11643561	351141	-	GALNT18	ENSG00000110328
374383	chr11	17373309	17398868	25560	+	NCR3LG1	ENSG00000188211
374393	chr11	58874658	58894888	20231	+	FAM111B	ENSG00000189057
374395	chr11	62554874	62557872	2999	+	TMEM179B	ENSG00000185475
3744	chr1	111059839	111061797	1959	-	KCNA10	ENSG00000143105
374403	chr11	67171384	67177561	6178	+	TBC1D10C	ENSG00000175463
374407	chr11	73661364	73681332	19969	+	DNAJB13	ENSG00000187726
374443	chr12	9769880	9811010	41131	+	LOC374443	ENSG00000291107
374454	chr12	53083411	53097247	13837	-	KRT77	ENSG00000189182
374462	chr12	80838126	81073968	235843	+	PTPRQ	ENSG00000139304
374470	chr12	103631369	103889749	258381	-	C12orf42	ENSG00000179088
3745	chr20	47988505	48100490	111986	-	KCNB1	ENSG00000158445
374569	chr14	104552023	104579046	27024	+	ASPG	ENSG00000166183
3746	chr11	17757495	17804602	47108	+	KCNC1	ENSG00000129159
374618	chr15	56657644	56738072	80429	+	TEX9	ENSG00000151575
374654	chr15	90171201	90198682	27482	-	KIF7	ENSG00000166813
374655	chr15	90544752	90625432	80681	+	ZNF710	ENSG00000140548
374659	chr15	91474155	91475774	1620	-	HDDC3	ENSG00000184508
3747	chr12	75433858	75603528	169671	-	KCNC2	ENSG00000166006
374739	chr16	58010339	58022017	11679	+	SPMIP8	ENSG00000159648
374768	chr17	7323679	7324951	1273	+	SPEM1	ENSG00000284598
374768	chr17	7323679	7324951	1273	+	SPEM1	ENSG00000181323
374786	chr17	28256874	28435470	178597	+	EFCAB5	ENSG00000176927
3748	chr19	50815199	50832634	17436	-	KCNC3	ENSG00000131398
374819	chr17	62850488	62915586	65099	-	LRRC37A3	ENSG00000275621
374819	chr17	62850488	62915586	65099	-	LRRC37A3	ENSG00000176809
374860	chr18	14748239	14852737	104499	+	ANKRD30B	ENSG00000180777
374864	chr18	30517366	31020685	503320	-	CCDC178	ENSG00000166960
374868	chr18	76829397	77138282	308886	+	ATP9B	ENSG00000166377
374868	chr18	76829397	77138282	308886	+	ATP9B	ENSG00000274273
374868	chr18	76829397	77138282	308886	+	ATP9B	ENSG00000282266
374872	chr19	2274631	2282181	7551	-	PEAK3	ENSG00000188305
374875	chr19	5680776	5688534	7759	+	HSD11B1L	ENSG00000167733
374877	chr19	7562445	7573336	10892	+	SAXO5	ENSG00000198723
374879	chr19	9405986	9415795	9810	-	ZNF699	ENSG00000196110
374882	chr19	11453452	11456981	3530	-	TMEM205	ENSG00000105518
374887	chr19	19627019	19648393	21375	+	YJEFN3	ENSG00000250067
374897	chr19	36014269	36019253	4985	-	SBSN	ENSG00000189001
374899	chr19	37379026	37407193	28168	-	ZNF829	ENSG00000185869
3749	chr1	110753336	110776674	23339	+	KCNC4	ENSG00000116396
374900	chr19	37407231	37488834	81604	+	ZNF568	ENSG00000198453
374907	chr19	41931264	41934635	3372	-	B3GNT8	ENSG00000177191
374918	chr19	46733009	46734500	1492	+	IGFL1	ENSG00000188293
374928	chr19	58011309	58029772	18464	+	ZNF773	ENSG00000152439
374946	chr1	11751781	11780336	28556	+	DRAXIN	ENSG00000162490
374955	chr1	16722176	16763919	41744	-	SPATA21	ENSG00000291401
374955	chr1	16722176	16763919	41744	-	SPATA21	ENSG00000187144
374969	chr1	43272723	43283059	10337	-	SVBP	ENSG00000177868
374973	chr1	47137497	47139256	1760	+	TEX38	ENSG00000186118
374977	chr1	55107427	55175939	68513	+	MROH7	ENSG00000184313
374986	chr1	78245309	78345225	99917	+	MIGA1	ENSG00000180488
375	chr1	228270361	228286913	16553	+	ARF1	ENSG00000143761
3750	chrX	48818639	48828251	9613	-	KCND1	ENSG00000292214
3750	chrX	48818639	48828251	9613	-	KCND1	ENSG00000102057
375033	chr1	156863523	156886226	22704	+	PEAR1	ENSG00000187800
375035	chr1	168195255	168212088	16834	+	SFT2D2	ENSG00000213064
375056	chr1	222791444	222841351	49908	+	MIA3	ENSG00000154305
375057	chr1	226736501	226796915	60415	+	STUM	ENSG00000203685
375061	chr1	231154704	231175995	21292	-	FAM89A	ENSG00000182118
3751	chr7	119913722	120390387	476666	+	KCND2	ENSG00000184408
375133	chr22	21827287	21871780	44494	-	PI4KAP2	ENSG00000183506
375189	chr2	24338244	24346151	7908	-	PFN4	ENSG00000176732
375190	chr2	24299728	24397519	97792	+	FAM228B	ENSG00000219626
375196	chr2	39186429	39187485	1057	-	LOC375196	ENSG00000269210
3752	chr1	112318454	112531777	213324	-	KCND3	ENSG00000171385
375248	chr2	97779233	97930257	151025	+	ANKRD36	ENSG00000291582
375248	chr2	97779233	97930257	151025	+	ANKRD36	ENSG00000135976
375260	chr2	114341230	114356613	15384	+	WASH2P	ENSG00000291134
375287	chr2	152104728	152118389	13662	-	RBM43	ENSG00000184898
375295	chr2	177494309	177502302	7994	-	LINC01116	ENSG00000163364
375298	chr2	182401401	182545392	143992	-	CERKL	ENSG00000188452
3753	chr21	35818986	35884573	65588	-	KCNE1	ENSG00000180509
375307	chr2	219221579	219232817	11239	+	CATIP	ENSG00000158428
375316	chr2	238707388	238751451	44064	+	RBM44	ENSG00000177483
375318	chr2	241631262	241637900	6639	+	AQP12A	ENSG00000184945
375323	chr3	9540045	9595486	55442	-	LHFPL4	ENSG00000156959
375337	chr3	44283378	44373590	90213	+	TOPAZ1	ENSG00000173769
375341	chr3	49306030	49314508	8479	-	C3orf62	ENSG00000188315
375346	chr3	52870772	52931597	60826	-	STIMATE	ENSG00000213533
375387	chr3	196366656	196388874	22219	+	NRROS	ENSG00000174004
3754	chr2	11052063	11054351	2289	+	KCNF1	ENSG00000162975
375444	chr5	43486803	43515273	28471	-	C5orf34	ENSG00000172244
375449	chr5	65892176	66465423	573248	+	MAST4	ENSG00000069020
375484	chr5	175665370	175772990	107621	+	SIMC1	ENSG00000170085
3755	chr20	49620193	49639675	19483	-	KCNG1	ENSG00000026559
375519	chr6	87992697	88038996	46300	-	GJB7	ENSG00000164411
375567	chr7	49813257	49952138	138882	+	VWC2	ENSG00000188730
375593	chr7	75024903	75040279	15377	+	TRIM73	ENSG00000178809
3756	chr1	210851657	211307457	455801	-	KCNH1	ENSG00000143473
375607	chr7	100813774	100823557	9784	-	NAT16	ENSG00000167011
375611	chr7	102993177	103086624	93448	-	SLC26A5	ENSG00000170615
375612	chr7	103969104	104549003	579900	+	LHFPL3	ENSG00000187416
375616	chr7	128502505	128550773	48269	-	KCP	ENSG00000135253
375686	chr8	145086582	145102015	15434	+	SPATC1	ENSG00000186583
375690	chr19	60951	70966	10016	-	WASH5P	ENSG00000282458
3757	chr7	150642044	150675402	33359	-	KCNH2	ENSG00000055118
375704	chr9	34521040	34523037	1998	-	ENHO	ENSG00000168913
375743	chr9	72324438	72374876	50439	-	PTAR1	ENSG00000188647
375748	chr9	98637900	98767137	129238	+	ERCC6L2	ENSG00000182150
375757	chr9	131038425	131051268	12844	+	SWI5	ENSG00000175854
375759	chr9	132374504	132383055	8552	-	C9orf50	ENSG00000179058
375775	chr9	140354405	140444986	90582	-	PNPLA7	ENSG00000130653
375790	chr1	955503	991499	35997	+	AGRN	ENSG00000188157
375791	chr9	140119644	140120763	1120	+	CYSRT1	ENSG00000197191
3758	chr11	128707909	128737268	29360	-	KCNJ1	ENSG00000151704
3759	chr17	68164814	68176183	11370	+	KCNJ2	ENSG00000123700
375940	chr10	124516210	124557161	40952	+	DMBT1L1	ENSG00000176584
3760	chr2	155555093	155714864	159772	+	KCNJ3	ENSG00000162989
3761	chr22	38822333	38851205	28873	-	KCNJ4	ENSG00000168135
376132	chr12	70002345	70004942	2598	-	LRRC10	ENSG00000198812
3762	chr11	128761313	128787951	26639	+	KCNJ5	ENSG00000120457
376267	chr14	65412532	65438875	26344	-	RAB15	ENSG00000139998
3763	chr21	38996785	39288741	291957	-	KCNJ6	ENSG00000157542
3764	chr12	21917889	21927755	9867	-	KCNJ8	ENSG00000121361
376412	chr17	55122839	55124156	1318	+	RNF126P1	ENSG00000261192
376497	chr19	17581300	17616977	35678	+	SLC27A1	ENSG00000130304
3765	chr1	160051360	160059212	7853	+	KCNJ9	ENSG00000162728
3766	chr1	160007257	160040051	32795	-	KCNJ10	ENSG00000177807
3767	chr11	17406796	17410878	4083	-	KCNJ11	ENSG00000187486
3768	chr17	21279699	21323179	43481	+	KCNJ12	ENSG00000184185
3769	chr2	233630512	233641275	10764	-	KCNJ13	ENSG00000115474
376940	chr2	113033178	113097640	64463	+	ZC3H6	ENSG00000188177
377	chr12	49329992	49351252	21261	-	ARF3	ENSG00000134287
3770	chr19	48958964	48969367	10404	+	KCNJ14	ENSG00000182324
377007	chr2	239047363	239061547	14185	+	KLHL30	ENSG00000168427
3772	chr21	39601837	39673746	71910	+	KCNJ15	ENSG00000157551
3773	chr17	68071366	68131746	60381	+	KCNJ16	ENSG00000153822
3775	chr1	233749750	233808258	58509	+	KCNK1	ENSG00000135750
3776	chr1	215178885	215410436	231552	+	KCNK2	ENSG00000082482
377630	chr8	11994677	11996269	1593	-	USP17L2	ENSG00000284990
377630	chr8	11994677	11996269	1593	-	USP17L2	ENSG00000223443
377677	chr8	86132845	86352138	219294	+	CA13	ENSG00000185015
3777	chr2	26915581	26954066	38486	+	KCNK3	ENSG00000171303
3778	chr10	78629359	79397577	768219	-	KCNMA1	ENSG00000156113
377841	chr9	140328816	140335901	7086	-	ENTPD8	ENSG00000188833
3779	chr5	169805165	169816681	11517	-	KCNMB1	ENSG00000145936
378	chr3	57557090	57583215	26126	-	ARF4	ENSG00000168374
3780	chr19	18062111	18109930	47820	+	KCNN1	ENSG00000105642
3781	chr5	113698016	113832197	134182	+	KCNN2	ENSG00000080709
3782	chr1	154669942	154842754	172813	-	KCNN3	ENSG00000143603
3783	chr19	44270685	44285409	14725	-	KCNN4	ENSG00000104783
3784	chr11	2466221	2870340	404120	+	KCNQ1	ENSG00000053918
3784	chr11	2466221	2870340	404120	+	KCNQ1	ENSG00000282076
3785	chr20	62037542	62103993	66452	-	KCNQ2	ENSG00000075043
3785	chr20	62037542	62103993	66452	-	KCNQ2	ENSG00000281151
3786	chr8	133133105	133493004	359900	-	KCNQ3	ENSG00000184156
3787	chr20	43720950	43729753	8804	-	KCNS1	ENSG00000124134
378708	chr1	10490159	10502872	12714	+	CENPS	ENSG00000175279
3788	chr8	99439250	99443023	3774	+	KCNS2	ENSG00000156486
378805	chr7	130628919	130794653	165735	-	LINC-PINT	ENSG00000231721
378807	chr1	26517119	26529033	11915	+	CATSPER4	ENSG00000188782
378825	chr21	46419127	46424642	5516	-	PICSAR	ENSG00000275874
378828	chr21	23095613	23109639	14027	-	LINC00317	ENSG00000238265
378832	chr21	46839631	46844985	5355	-	COL18A1-AS1	ENSG00000291766
378832	chr21	46839631	46844985	5355	-	COL18A1-AS1	ENSG00000183535
378884	chr6	18120718	18122851	2134	-	NHLRC1	ENSG00000187566
378925	chr7	122341720	122343021	1302	-	RNF148	ENSG00000235631
378938	chr11	65265233	65273939	8707	+	MALAT1	ENSG00000251562
378950	chrY	24026223	24329089	302867	-	RBMY1E	ENSG00000242389
379	chr17	41476353	41478504	2152	+	ARL4D	ENSG00000175906
3790	chr2	18059114	18114225	55112	+	KCNS3	ENSG00000170745
379025	chr14	58732083	58764855	32773	-	PSMA3-AS1	ENSG00000257621
3791	chr4	55944426	55991762	47337	-	KDR	ENSG00000128052
3792	chr7	142638201	142659503	21303	-	KEL	ENSG00000197993
3792	chr7	142638201	142659503	21303	-	KEL	ENSG00000276615
3795	chr2	27309611	27323619	14009	+	KHK	ENSG00000138030
3796	chr5	61601989	61683011	81023	+	KIF2A	ENSG00000068796
3797	chr2	26149455	26205443	55989	-	KIF3C	ENSG00000084731
3798	chr12	57943847	57978554	34708	+	KIF5A	ENSG00000155980
3799	chr10	32297938	32345371	47434	-	KIF5B	ENSG00000170759
38	chr11	107992258	108018891	26634	+	ACAT1	ENSG00000075239
3800	chr2	149632792	149883273	250482	+	KIF5C	ENSG00000168280
3800	chr2	149632792	149883273	250482	+	KIF5C	ENSG00000276734
3801	chr16	57792129	57896733	104605	-	KIFC3	ENSG00000140859
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000277833
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000275276
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000284530
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000284145
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000278821
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000275522
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000284401
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000278755
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000284514
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000277616
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000273510
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000278207
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000283723
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000278738
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000284100
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000276387
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000278248
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000275196
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000125498
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000274782
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000276820
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000276625
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000284551
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000284347
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000276310
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000275750
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000274692
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000278495
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000278805
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000274926
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000277356
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000275080
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000278503
3802	chr19	55250953	55295778	44826	+	KIR2DL1	ENSG00000273794
3803	chr19_gl000209_random	21911	36449	14539	+	KIR2DL2	ENSG00000277725
3803	chr19_gl000209_random	21911	36449	14539	+	KIR2DL2	ENSG00000273661
3803	chr19_gl000209_random	21911	36449	14539	+	KIR2DL2	ENSG00000278692
3803	chr19_gl000209_random	21911	36449	14539	+	KIR2DL2	ENSG00000277251
3803	chr19_gl000209_random	21911	36449	14539	+	KIR2DL2	ENSG00000275960
3803	chr19_gl000209_random	21911	36449	14539	+	KIR2DL2	ENSG00000274412
3803	chr19_gl000209_random	21911	36449	14539	+	KIR2DL2	ENSG00000275914
3803	chr19_gl000209_random	21911	36449	14539	+	KIR2DL2	ENSG00000278731
3803	chr19_gl000209_random	21911	36449	14539	+	KIR2DL2	ENSG00000275546
3803	chr19_gl000209_random	21911	36449	14539	+	KIR2DL2	ENSG00000275407
3803	chr19_gl000209_random	21911	36449	14539	+	KIR2DL2	ENSG00000273578
3803	chr19_gl000209_random	21911	36449	14539	+	KIR2DL2	ENSG00000276731
3803	chr19_gl000209_random	21911	36449	14539	+	KIR2DL2	ENSG00000276011
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000275623
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000274952
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000275008
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000276590
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000284236
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000283790
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000277924
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000283996
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000274410
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000277317
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000283708
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000276218
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000283702
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000274830
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000284132
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000284510
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000274108
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000277484
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000284044
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000284241
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000284504
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000243772
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000273947
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000275658
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000284333
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000278369
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000276459
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000277554
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000274402
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000278327
3804	chr19	55249974	55295778	45805	+	KIR2DL3	ENSG00000273887
3806	chr19_gl000209_random	38480	129113	90634	+	KIR2DS1	ENSG00000278304
3806	chr19_gl000209_random	38480	129113	90634	+	KIR2DS1	ENSG00000275421
3806	chr19_gl000209_random	38480	129113	90634	+	KIR2DS1	ENSG00000284120
3806	chr19_gl000209_random	38480	129113	90634	+	KIR2DS1	ENSG00000284150
3806	chr19_gl000209_random	38480	129113	90634	+	KIR2DS1	ENSG00000275306
3806	chr19_gl000209_random	38480	129113	90634	+	KIR2DS1	ENSG00000284560
3806	chr19_gl000209_random	38480	129113	90634	+	KIR2DS1	ENSG00000278120
3806	chr19_gl000209_random	38480	129113	90634	+	KIR2DS1	ENSG00000276327
3806	chr19_gl000209_random	38480	129113	90634	+	KIR2DS1	ENSG00000273603
3806	chr19_gl000209_random	38480	129113	90634	+	KIR2DS1	ENSG00000273517
3806	chr19_gl000209_random	38480	129113	90634	+	KIR2DS1	ENSG00000283937
3806	chr19_gl000209_random	38480	129113	90634	+	KIR2DS1	ENSG00000275921
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000284408
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000274714
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000275938
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000284264
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000276885
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000276395
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000275351
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000275353
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000221957
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000283882
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000274947
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000277078
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000276154
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000276209
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000276465
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000275731
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000274957
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000274406
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000284307
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000277345
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000283870
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000283779
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000274921
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000274324
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000276254
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000273526
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000274807
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000274533
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000283727
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000283846
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000273931
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000276634
3809	chr19	55266473	55367367	100895	+	KIR2DS4	ENSG00000284244
381	chr7	127228406	127231759	3354	+	ARF5	ENSG00000004059
3810	chr19_gl000209_random	21911	113132	91222	+	KIR2DS5	ENSG00000288357
3810	chr19_gl000209_random	21911	113132	91222	+	KIR2DS5	ENSG00000276676
3810	chr19_gl000209_random	21911	113132	91222	+	KIR2DS5	ENSG00000274739
3810	chr19_gl000209_random	21911	113132	91222	+	KIR2DS5	ENSG00000274563
3810	chr19_gl000209_random	21911	113132	91222	+	KIR2DS5	ENSG00000277650
3810	chr19_gl000209_random	21911	113132	91222	+	KIR2DS5	ENSG00000275047
3810	chr19_gl000209_random	21911	113132	91222	+	KIR2DS5	ENSG00000288206
3810	chr19_gl000209_random	21911	113132	91222	+	KIR2DS5	ENSG00000274243
3810	chr19_gl000209_random	21911	113132	91222	+	KIR2DS5	ENSG00000284217
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000277175
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000276379
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000283954
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000284093
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000284589
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000277272
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000278079
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000274920
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000283827
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000276423
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000273518
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000283729
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000275288
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000275545
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000276501
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000284342
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000284426
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000274036
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000276329
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000278427
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000283731
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000275717
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000278368
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000275786
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000284177
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000278856
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000167633
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000274146
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000273775
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000274948
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000275659
3811	chr19	55297774	55378670	80897	+	KIR3DL1	ENSG00000275486
3812	chr19	55361898	55378670	16773	+	KIR3DL2	ENSG00000273735
3812	chr19	55361898	55378670	16773	+	KIR3DL2	ENSG00000276739
3812	chr19	55361898	55378670	16773	+	KIR3DL2	ENSG00000277709
3812	chr19	55361898	55378670	16773	+	KIR3DL2	ENSG00000275629
3812	chr19	55361898	55378670	16773	+	KIR3DL2	ENSG00000276357
3812	chr19	55361898	55378670	16773	+	KIR3DL2	ENSG00000278710
3812	chr19	55361898	55378670	16773	+	KIR3DL2	ENSG00000275083
3812	chr19	55361898	55378670	16773	+	KIR3DL2	ENSG00000278474
3812	chr19	55361898	55378670	16773	+	KIR3DL2	ENSG00000284192
3812	chr19	55361898	55378670	16773	+	KIR3DL2	ENSG00000277181
3812	chr19	55361898	55378670	16773	+	KIR3DL2	ENSG00000278726
3812	chr19	55361898	55378670	16773	+	KIR3DL2	ENSG00000276882
3812	chr19	55361898	55378670	16773	+	KIR3DL2	ENSG00000284528
3812	chr19	55361898	55378670	16773	+	KIR3DL2	ENSG00000240403
3812	chr19	55361898	55378670	16773	+	KIR3DL2	ENSG00000278758
3812	chr19	55361898	55378670	16773	+	KIR3DL2	ENSG00000275511
3812	chr19	55361898	55378670	16773	+	KIR3DL2	ENSG00000278361
3812	chr19	55361898	55378670	16773	+	KIR3DL2	ENSG00000276004
3812	chr19	55361898	55378670	16773	+	KIR3DL2	ENSG00000288389
3812	chr19	55361898	55378670	16773	+	KIR3DL2	ENSG00000275566
3812	chr19	55361898	55378670	16773	+	KIR3DL2	ENSG00000277982
3812	chr19	55361898	55378670	16773	+	KIR3DL2	ENSG00000284213
3812	chr19	55361898	55378670	16773	+	KIR3DL2	ENSG00000275262
3812	chr19	55361898	55378670	16773	+	KIR3DL2	ENSG00000278707
3812	chr19	55361898	55378670	16773	+	KIR3DL2	ENSG00000275416
